Date,amount
2021-01-05T10:36:37.573Z,800
2020-11-10T12:39:32.643Z,800
2021-01-05T10:36:37.573Z,800
2020-11-10T12:39:32.643Z,800
2020-09-16T17:12:22.287Z,800
2020-09-16T17:12:32.324Z,798
2021-01-05T10:36:37.573Z,797
2020-09-16T17:12:22.287Z,797
2020-10-20T05:09:35.470Z,797
2020-09-16T17:12:22.287Z,796
2021-01-05T10:36:37.573Z,795
2020-09-16T17:12:32.324Z,792
2020-09-16T17:12:32.324Z,792
2020-09-16T17:12:32.324Z,792
2021-01-05T10:36:37.573Z,791
2021-01-05T10:36:37.573Z,791
2020-11-10T12:39:32.643Z,790
2020-09-16T17:12:22.287Z,789
2020-09-16T17:12:32.324Z,789
2020-09-16T17:12:22.287Z,788
2020-09-16T17:12:22.287Z,788
2020-09-16T17:12:22.287Z,788
2020-09-16T17:12:32.324Z,788
2020-09-16T17:12:32.324Z,788
2020-09-16T17:12:22.287Z,788
2020-09-16T17:12:32.324Z,788
2020-09-16T17:12:32.324Z,788
2021-01-05T10:36:37.573Z,788
2020-09-16T17:12:22.287Z,787
2020-09-16T17:12:22.287Z,787
2020-09-16T17:12:22.287Z,784
2020-09-16T17:12:32.324Z,784
2021-01-05T10:36:37.573Z,783
2021-01-05T10:36:37.573Z,783
2020-09-16T17:12:32.324Z,782
2020-09-16T17:12:32.324Z,782
2021-01-05T10:36:37.573Z,780
2021-01-05T10:36:37.573Z,779
2020-09-16T17:12:32.324Z,778
2020-09-16T17:12:32.324Z,777
2020-09-16T17:12:32.324Z,777
2020-09-16T17:12:32.324Z,777
2020-09-16T17:12:32.324Z,777
2021-01-05T10:36:37.573Z,777
2020-09-16T17:12:32.324Z,777
2021-01-05T10:36:37.573Z,775
2021-01-05T10:36:37.573Z,774
2021-01-05T10:36:37.573Z,773
2021-01-05T10:36:37.573Z,772
2021-01-05T10:36:37.573Z,772
2020-09-16T17:12:32.324Z,771
2021-01-05T10:36:37.573Z,770
2021-01-05T10:36:37.573Z,768
2021-01-05T10:36:37.573Z,768
2021-01-05T10:36:37.573Z,768
2021-01-05T10:36:37.573Z,767
2020-09-16T17:12:32.324Z,767
2020-09-16T17:12:32.324Z,767
2021-01-05T10:36:37.573Z,766
2021-01-05T10:36:37.573Z,765
2021-01-05T10:36:37.573Z,765
2020-09-16T17:12:32.324Z,765
2021-01-05T10:36:37.573Z,765
2021-01-05T10:36:37.573Z,765
2021-01-05T10:36:37.573Z,765
2021-01-05T10:36:37.573Z,765
2021-01-05T10:36:37.573Z,765
2020-11-10T12:39:32.643Z,764
2020-09-16T17:12:22.287Z,764
2020-09-16T17:12:32.324Z,763
2020-09-16T17:12:32.324Z,763
2020-09-16T17:12:32.324Z,763
2020-09-16T17:12:32.324Z,763
2021-01-05T10:36:37.573Z,762
2020-09-16T17:12:32.324Z,761
2021-01-05T10:36:37.573Z,761
2020-09-16T17:12:22.287Z,760
2020-09-16T17:12:32.324Z,760
2020-09-16T17:12:22.287Z,760
2020-09-16T17:12:22.287Z,760
2021-01-05T10:36:37.573Z,760
2020-09-16T17:12:32.324Z,756
2020-09-16T17:12:32.324Z,756
2020-09-16T17:12:22.287Z,753
2020-09-16T17:12:22.287Z,753
2021-01-05T10:36:37.573Z,753
2020-09-16T17:12:32.324Z,750
2021-01-05T10:36:37.573Z,750
2020-09-16T17:12:32.324Z,750
2021-01-05T10:36:37.573Z,750
2020-09-16T17:12:32.324Z,750
2020-09-16T17:12:22.287Z,750
2020-09-16T17:12:22.287Z,750
2020-09-16T17:12:22.287Z,750
2020-09-16T17:12:22.287Z,750
2020-09-16T17:12:22.287Z,750
2020-09-16T17:12:22.287Z,750
2020-09-16T17:12:22.287Z,750
2021-01-05T10:36:37.573Z,748
2020-09-16T17:12:22.287Z,748
2020-09-16T17:12:32.324Z,747
2020-09-16T17:12:32.324Z,747
2021-01-05T10:36:37.573Z,746
2021-01-05T10:36:37.573Z,746
2020-09-16T17:12:32.324Z,743
2020-09-16T17:12:32.324Z,743
2021-01-05T10:36:37.573Z,742
2021-01-05T10:36:37.573Z,742
2020-09-16T17:12:32.324Z,741
2021-01-05T10:36:37.573Z,740
2020-09-16T17:12:22.287Z,740
2020-09-16T17:12:32.324Z,740
2021-01-05T10:36:37.573Z,740
2020-09-16T17:12:32.324Z,738
2020-09-16T17:12:32.324Z,738
2021-01-05T10:36:37.573Z,736
2020-09-16T17:12:32.324Z,735
2021-01-05T10:36:37.573Z,735
2021-01-05T10:36:37.573Z,735
2021-01-05T10:36:37.573Z,735
2021-01-05T10:36:37.573Z,735
2021-01-05T10:36:37.573Z,735
2021-01-05T10:36:37.573Z,732
2021-01-05T10:36:37.573Z,732
2021-01-05T10:36:37.573Z,732
2021-01-05T10:36:37.573Z,730
2020-09-16T17:12:22.287Z,726
2020-09-16T17:12:22.287Z,725
2020-09-16T17:12:22.287Z,725
2020-09-16T17:12:32.324Z,725
2021-01-05T10:36:37.573Z,725
2020-09-16T17:12:22.287Z,724
2020-09-16T17:12:22.287Z,723
2020-09-16T17:12:22.287Z,723
2020-09-16T17:12:32.324Z,723
2020-09-16T17:12:32.324Z,723
2021-01-05T10:36:37.573Z,720
2021-01-05T10:36:37.573Z,720
2020-09-16T17:12:32.324Z,720
2020-09-16T17:12:32.324Z,720
2020-09-16T17:12:32.324Z,720
2020-09-16T17:12:32.324Z,718
2020-09-16T17:12:32.324Z,716
2020-09-16T17:12:32.324Z,716
2021-01-05T10:36:37.573Z,716
2020-11-10T12:39:32.643Z,715
2020-11-10T12:39:32.643Z,715
2021-01-05T10:36:37.573Z,714
2021-01-05T10:36:37.573Z,714
2021-01-05T10:36:37.573Z,714
2021-01-05T10:36:37.573Z,712
2021-01-05T10:36:37.573Z,712
2021-01-05T10:36:37.573Z,710
2021-01-05T10:36:37.573Z,710
2020-09-16T17:12:32.324Z,709
2020-09-16T17:12:32.324Z,709
2020-09-16T17:12:22.287Z,709
2021-01-05T10:36:37.573Z,709
2020-09-16T17:12:32.324Z,708
2020-09-16T17:12:32.324Z,708
2021-01-05T10:36:37.573Z,708
2021-01-05T10:36:37.573Z,707
2021-01-05T10:36:37.573Z,707
2020-09-16T17:12:32.324Z,705
2020-09-16T17:12:32.324Z,705
2021-01-05T10:36:37.573Z,705
2020-09-16T17:12:22.287Z,705
2021-01-05T10:36:37.573Z,705
2021-01-05T10:36:37.573Z,705
2020-09-16T17:12:32.324Z,705
2020-09-16T17:12:32.324Z,704
2020-09-16T17:12:22.287Z,703
2021-01-05T10:36:37.573Z,703
2020-09-16T17:12:32.324Z,703
2020-09-16T17:12:32.324Z,703
2021-01-05T10:36:37.573Z,700
2020-09-16T17:12:32.324Z,700
2021-01-05T10:36:37.573Z,700
2021-01-05T10:36:37.573Z,700
2021-01-05T10:36:37.573Z,700
2021-01-05T10:36:37.573Z,700
2020-09-16T17:12:32.324Z,700
2020-09-16T17:12:32.324Z,700
2021-01-05T10:36:37.573Z,700
2021-01-05T10:36:37.573Z,698
2020-09-16T17:12:22.287Z,697
2021-01-05T10:36:37.573Z,697
2021-01-05T10:36:37.573Z,695
2020-09-16T17:12:22.287Z,693
2020-09-16T17:12:22.287Z,693
2021-01-05T10:36:37.573Z,692
2020-09-16T17:12:22.287Z,692
2021-01-05T10:36:37.573Z,690
2021-01-05T10:36:37.573Z,690
2020-09-16T17:12:22.287Z,689
2020-09-16T17:12:22.287Z,689
2020-09-16T17:12:22.287Z,689
2020-09-16T17:12:22.287Z,688
2020-09-16T17:12:22.287Z,688
2020-09-16T17:12:22.287Z,688
2020-09-16T17:12:22.287Z,688
2020-09-16T17:12:32.324Z,688
2020-09-16T17:12:32.324Z,688
2020-09-16T17:12:32.324Z,688
2021-01-05T10:36:37.573Z,685
2021-01-05T10:36:37.573Z,683
2021-01-05T10:36:37.573Z,683
2020-09-16T17:12:22.287Z,683
2020-09-16T17:12:22.287Z,683
2020-09-16T17:12:32.324Z,681
2020-09-16T17:12:32.324Z,681
2020-11-10T12:39:32.643Z,681
2020-11-10T12:39:32.643Z,681
2020-09-16T17:12:22.287Z,680
2020-09-16T17:12:22.287Z,680
2020-09-16T17:12:32.324Z,680
2020-09-16T17:12:22.287Z,680
2021-01-05T10:36:37.573Z,680
2020-09-16T17:12:32.324Z,680
2020-09-16T17:12:22.287Z,680
2020-09-16T17:12:22.287Z,680
2020-09-16T17:12:32.324Z,678
2021-01-05T10:36:37.573Z,676
2020-09-16T17:12:22.287Z,675
2021-01-05T10:36:37.573Z,675
2020-09-16T17:12:32.324Z,675
2020-09-16T17:12:32.324Z,675
2021-01-05T10:36:37.573Z,675
2021-01-05T10:36:37.573Z,675
2021-01-05T10:36:37.573Z,675
2020-09-16T17:12:22.287Z,674
2020-09-16T17:12:22.287Z,674
2021-01-05T10:36:37.573Z,672
2021-01-05T10:36:37.573Z,671
2020-09-16T17:12:32.324Z,671
2020-09-16T17:12:32.324Z,671
2021-01-05T10:36:37.573Z,670
2020-09-16T17:12:32.324Z,669
2020-09-16T17:12:32.324Z,668
2020-09-16T17:12:32.324Z,667
2020-09-16T17:12:32.324Z,667
2020-09-16T17:12:32.324Z,667
2020-09-16T17:12:32.324Z,667
2020-09-16T17:12:32.324Z,667
2020-09-16T17:12:32.324Z,667
2021-01-05T10:36:37.573Z,667
2020-09-16T17:12:22.287Z,664
2020-09-16T17:12:22.287Z,664
2020-09-16T17:12:32.324Z,664
2020-09-16T17:12:32.324Z,664
2021-01-05T10:36:37.573Z,664
2021-01-05T10:36:37.573Z,664
2020-09-16T17:12:32.324Z,663
2021-01-05T10:36:37.573Z,663
2020-09-16T17:12:32.324Z,663
2020-09-16T17:12:32.324Z,663
2020-09-16T17:12:32.324Z,662
2020-09-16T17:12:32.324Z,662
2020-09-16T17:12:32.324Z,662
2020-09-16T17:12:32.324Z,662
2021-01-05T10:36:37.573Z,660
2020-09-16T17:12:32.324Z,659
2020-09-16T17:12:32.324Z,658
2020-09-16T17:12:32.324Z,657
2021-01-05T10:36:37.573Z,657
2020-10-20T05:09:35.470Z,656
2020-09-16T17:12:22.287Z,656
2020-09-16T17:12:22.287Z,656
2020-09-16T17:12:22.287Z,656
2020-11-10T12:39:32.643Z,655
2020-09-16T17:12:22.287Z,655
2020-09-16T17:12:22.287Z,655
2021-01-05T10:36:37.573Z,654
2020-09-16T17:12:22.287Z,653
2020-09-16T17:12:32.324Z,653
2020-09-16T17:12:22.287Z,650
2020-09-16T17:12:22.287Z,650
2021-01-05T10:36:37.573Z,650
2020-09-16T17:12:22.287Z,650
2021-01-05T10:36:37.573Z,650
2021-01-05T10:36:37.573Z,650
2020-09-16T17:12:22.287Z,650
2021-01-05T10:36:37.573Z,650
2020-10-20T05:09:35.470Z,649
2020-09-16T17:12:22.287Z,649
2020-09-16T17:12:32.324Z,649
2021-01-05T10:36:37.573Z,648
2021-01-05T10:36:37.573Z,647
2020-09-16T17:12:32.324Z,646
2020-09-16T17:12:32.324Z,646
2021-01-05T10:36:37.573Z,645
2020-09-16T17:12:22.287Z,645
2020-09-16T17:12:22.287Z,645
2020-09-16T17:12:22.287Z,645
2020-09-16T17:12:32.324Z,644
2021-01-05T10:36:37.573Z,644
2020-10-20T05:09:35.470Z,641
2021-01-05T10:36:37.573Z,640
2020-09-16T17:12:22.287Z,640
2021-01-05T10:36:37.573Z,640
2020-09-16T17:12:32.324Z,638
2020-09-16T17:12:22.287Z,638
2020-09-16T17:12:32.324Z,638
2020-09-16T17:12:22.287Z,638
2020-10-20T05:09:35.470Z,638
2020-09-16T17:12:32.324Z,638
2020-09-16T17:12:32.324Z,638
2020-09-16T17:12:22.287Z,637
2020-09-16T17:12:32.324Z,637
2020-09-16T17:12:32.324Z,635
2020-10-20T05:09:35.470Z,633
2020-09-16T17:12:32.324Z,633
2020-09-16T17:12:22.287Z,633
2021-01-05T10:36:37.573Z,633
2021-01-05T10:36:37.573Z,632
2020-09-16T17:12:32.324Z,631
2020-09-16T17:12:32.324Z,631
2021-01-05T10:36:37.573Z,630
2020-09-16T17:12:32.324Z,630
2021-01-05T10:36:37.573Z,630
2020-09-16T17:12:32.324Z,630
2021-01-05T10:36:37.573Z,630
2021-01-05T10:36:37.573Z,630
2021-01-05T10:36:37.573Z,630
2021-01-05T10:36:37.573Z,630
2020-09-16T17:12:32.324Z,630
2021-01-05T10:36:37.573Z,630
2021-01-05T10:36:37.573Z,630
2021-01-05T10:36:37.573Z,629
2021-01-05T10:36:37.573Z,629
2021-01-05T10:36:37.573Z,629
2021-01-05T10:36:37.573Z,628
2020-09-16T17:12:22.287Z,628
2020-09-16T17:12:22.287Z,628
2020-09-16T17:12:32.324Z,627
2020-09-16T17:12:22.287Z,627
2020-09-16T17:12:32.324Z,627
2020-09-16T17:12:32.324Z,626
2020-09-16T17:12:32.324Z,626
2021-01-05T10:36:37.573Z,626
2020-09-16T17:12:32.324Z,625
2021-01-05T10:36:37.573Z,623
2020-09-16T17:12:22.287Z,622
2020-09-16T17:12:32.324Z,622
2021-01-05T10:36:37.573Z,620
2021-01-05T10:36:37.573Z,620
2021-01-05T10:36:37.573Z,619
2020-09-16T17:12:32.324Z,619
2020-09-16T17:12:32.324Z,619
2020-09-16T17:12:32.324Z,619
2020-09-16T17:12:22.287Z,619
2021-01-05T10:36:37.573Z,617
2020-09-16T17:12:32.324Z,617
2020-09-16T17:12:32.324Z,617
2020-09-16T17:12:32.324Z,617
2020-11-10T12:39:32.643Z,616
2020-09-16T17:12:22.287Z,616
2020-09-16T17:12:32.324Z,616
2020-09-16T17:12:32.324Z,616
2020-09-16T17:12:22.287Z,616
2020-11-10T12:39:32.643Z,616
2020-11-10T12:39:32.643Z,616
2020-09-16T17:12:22.287Z,616
2020-11-10T12:39:32.643Z,614
2021-01-05T10:36:37.573Z,614
2020-11-10T12:39:32.643Z,614
2020-09-16T17:12:22.287Z,614
2020-09-16T17:12:22.287Z,614
2020-11-10T12:39:32.643Z,614
2020-09-16T17:12:32.324Z,612
2020-09-16T17:12:32.324Z,612
2020-09-16T17:12:22.287Z,611
2020-10-20T05:09:35.470Z,611
2020-10-20T05:09:35.470Z,611
2020-09-16T17:12:32.324Z,611
2021-01-05T10:36:37.573Z,610
2021-01-05T10:36:37.573Z,610
2021-01-05T10:36:37.573Z,608
2021-01-05T10:36:37.573Z,606
2020-09-16T17:12:32.324Z,606
2020-09-16T17:12:32.324Z,606
2020-09-16T17:12:22.287Z,606
2020-10-20T05:09:35.470Z,605
2020-09-16T17:12:22.287Z,604
2021-01-05T10:36:37.573Z,603
2021-01-05T10:36:37.573Z,602
2020-09-16T17:12:22.287Z,602
2020-09-16T17:12:22.287Z,602
2020-09-16T17:12:22.287Z,602
2020-09-16T17:12:32.324Z,601
2021-01-05T10:36:37.573Z,600
2021-01-05T10:36:37.573Z,600
2020-09-16T17:12:32.324Z,600
2020-09-16T17:12:32.324Z,600
2021-01-05T10:36:37.573Z,600
2020-09-16T17:12:22.287Z,600
2021-01-05T10:36:37.573Z,600
2021-01-05T10:36:37.573Z,600
2020-09-16T17:12:32.324Z,600
2021-01-05T10:36:37.573Z,600
2021-01-05T10:36:37.573Z,600
2021-01-05T10:36:37.573Z,600
2020-11-10T12:39:32.643Z,600
2020-09-16T17:12:32.324Z,600
2020-09-16T17:12:32.324Z,600
2020-09-16T17:12:32.324Z,600
2021-01-05T10:36:37.573Z,600
2020-09-16T17:12:32.324Z,600
2020-09-16T17:12:32.324Z,600
2020-09-16T17:12:32.324Z,600
2020-09-16T17:12:32.324Z,600
2021-01-05T10:36:37.573Z,600
2020-09-16T17:12:22.287Z,600
2020-09-16T17:12:32.324Z,600
2020-09-16T17:12:32.324Z,600
2020-09-16T17:12:32.324Z,600
2020-09-16T17:12:22.287Z,600
2020-09-16T17:12:32.324Z,600
2020-09-16T17:12:32.324Z,600
2021-01-05T10:36:37.573Z,600
2021-01-05T10:36:37.573Z,600
2020-11-10T12:39:32.643Z,599
2020-09-16T17:12:22.287Z,599
2020-09-16T17:12:22.287Z,599
2020-09-16T17:12:22.287Z,599
2021-01-05T10:36:37.573Z,599
2021-01-05T10:36:37.573Z,599
2020-09-16T17:12:32.324Z,599
2020-09-16T17:12:32.324Z,599
2021-01-05T10:36:37.573Z,598
2020-09-16T17:12:22.287Z,598
2020-09-16T17:12:22.287Z,598
2020-09-16T17:12:22.287Z,598
2020-09-16T17:12:22.287Z,598
2020-09-16T17:12:22.287Z,597
2020-09-16T17:12:32.324Z,597
2021-01-05T10:36:37.573Z,596
2020-09-16T17:12:32.324Z,595
2020-09-16T17:12:32.324Z,595
2020-09-16T17:12:32.324Z,595
2020-09-16T17:12:32.324Z,595
2020-09-16T17:12:32.324Z,595
2020-09-16T17:12:32.324Z,595
2020-09-16T17:12:32.324Z,595
2020-09-16T17:12:32.324Z,595
2020-09-16T17:12:32.324Z,595
2020-09-16T17:12:32.324Z,595
2021-01-05T10:36:37.573Z,595
2021-01-05T10:36:37.573Z,594
2021-01-05T10:36:37.573Z,594
2021-01-05T10:36:37.573Z,594
2020-09-16T17:12:22.287Z,593
2020-09-16T17:12:22.287Z,593
2020-09-16T17:12:22.287Z,590
2020-09-16T17:12:22.287Z,590
2021-01-05T10:36:37.573Z,590
2020-09-16T17:12:32.324Z,589
2020-09-16T17:12:32.324Z,588
2020-09-16T17:12:32.324Z,588
2020-09-16T17:12:32.324Z,588
2020-09-16T17:12:32.324Z,588
2020-09-16T17:12:32.324Z,587
2020-09-16T17:12:32.324Z,587
2021-01-05T10:36:37.573Z,587
2020-09-16T17:12:22.287Z,586
2021-01-05T10:36:37.573Z,585
2021-01-05T10:36:37.573Z,585
2020-09-16T17:12:32.324Z,585
2021-01-05T10:36:37.573Z,585
2020-09-16T17:12:22.287Z,585
2020-09-16T17:12:32.324Z,585
2020-09-16T17:12:32.324Z,585
2021-01-05T10:36:37.573Z,585
2021-01-05T10:36:37.573Z,585
2020-09-16T17:12:22.287Z,584
2021-01-05T10:36:37.573Z,583
2020-09-16T17:12:32.324Z,583
2020-09-16T17:12:32.324Z,583
2020-09-16T17:12:22.287Z,582
2020-09-16T17:12:22.287Z,582
2020-09-16T17:12:32.324Z,582
2020-09-16T17:12:32.324Z,582
2021-01-05T10:36:37.573Z,581
2020-09-16T17:12:32.324Z,580
2021-01-05T10:36:37.573Z,580
2020-09-16T17:12:32.324Z,578
2021-01-05T10:36:37.573Z,578
2021-01-05T10:36:37.573Z,578
2021-01-05T10:36:37.573Z,578
2020-11-10T12:39:32.643Z,578
2021-01-05T10:36:37.573Z,576
2021-01-05T10:36:37.573Z,576
2020-09-16T17:12:22.287Z,575
2021-01-05T10:36:37.573Z,575
2021-01-05T10:36:37.573Z,575
2020-09-16T17:12:22.287Z,575
2020-09-16T17:12:22.287Z,574
2020-09-16T17:12:22.287Z,574
2020-09-16T17:12:22.287Z,574
2020-09-16T17:12:22.287Z,573
2020-09-16T17:12:22.287Z,573
2020-09-16T17:12:22.287Z,573
2020-09-16T17:12:22.287Z,573
2021-01-05T10:36:37.573Z,570
2020-09-16T17:12:32.324Z,570
2021-01-05T10:36:37.573Z,569
2020-10-20T05:09:35.470Z,569
2020-09-16T17:12:22.287Z,569
2020-09-16T17:12:22.287Z,569
2021-01-05T10:36:37.573Z,567
2020-09-16T17:12:22.287Z,567
2021-01-05T10:36:37.573Z,567
2020-09-16T17:12:32.324Z,564
2020-09-16T17:12:32.324Z,563
2021-01-05T10:36:37.573Z,563
2020-09-16T17:12:22.287Z,562
2020-09-16T17:12:22.287Z,562
2021-01-05T10:36:37.573Z,561
2020-09-16T17:12:22.287Z,561
2020-09-16T17:12:32.324Z,561
2020-09-16T17:12:32.324Z,561
2020-09-16T17:12:32.324Z,560
2020-09-16T17:12:32.324Z,560
2020-09-16T17:12:32.324Z,560
2020-09-16T17:12:32.324Z,560
2020-09-16T17:12:32.324Z,560
2020-09-16T17:12:32.324Z,560
2020-09-16T17:12:32.324Z,560
2020-11-10T12:39:32.643Z,558
2020-09-16T17:12:22.287Z,558
2020-09-16T17:12:22.287Z,558
2020-09-16T17:12:22.287Z,558
2020-09-16T17:12:22.287Z,558
2020-09-16T17:12:32.324Z,558
2020-09-16T17:12:22.287Z,556
2020-09-16T17:12:22.287Z,556
2020-09-16T17:12:32.324Z,555
2020-09-16T17:12:22.287Z,555
2020-09-16T17:12:32.324Z,554
2020-09-16T17:12:32.324Z,554
2020-09-16T17:12:32.324Z,554
2020-09-16T17:12:32.324Z,554
2021-01-05T10:36:37.573Z,554
2020-09-16T17:12:22.287Z,553
2020-09-16T17:12:32.324Z,553
2020-10-20T05:09:35.470Z,553
2020-09-16T17:12:22.287Z,553
2020-09-16T17:12:32.324Z,553
2020-09-16T17:12:32.324Z,553
2020-09-16T17:12:32.324Z,553
2020-09-16T17:12:32.324Z,553
2021-01-05T10:36:37.573Z,552
2020-09-16T17:12:22.287Z,551
2021-01-05T10:36:37.573Z,551
2021-01-05T10:36:37.573Z,550
2021-01-05T10:36:37.573Z,550
2021-01-05T10:36:37.573Z,549
2021-01-05T10:36:37.573Z,549
2020-09-16T17:12:22.287Z,547
2020-09-16T17:12:22.287Z,546
2020-09-16T17:12:22.287Z,546
2021-01-05T10:36:37.573Z,546
2020-09-16T17:12:32.324Z,546
2020-09-16T17:12:32.324Z,546
2021-01-05T10:36:37.573Z,544
2020-09-16T17:12:32.324Z,544
2020-09-16T17:12:32.324Z,543
2020-09-16T17:12:32.324Z,543
2021-01-05T10:36:37.573Z,541
2020-09-16T17:12:32.324Z,541
2020-09-16T17:12:32.324Z,540
2020-09-16T17:12:32.324Z,540
2021-01-05T10:36:37.573Z,540
2020-09-16T17:12:22.287Z,540
2021-01-05T10:36:37.573Z,540
2021-01-05T10:36:37.573Z,540
2020-09-16T17:12:32.324Z,540
2020-09-16T17:12:22.287Z,540
2021-01-05T10:36:37.573Z,540
2020-09-16T17:12:22.287Z,540
2020-09-16T17:12:32.324Z,539
2020-11-10T12:39:32.643Z,539
2020-09-16T17:12:22.287Z,539
2020-09-16T17:12:22.287Z,539
2020-11-10T12:39:32.643Z,539
2020-11-10T12:39:32.643Z,539
2020-09-16T17:12:22.287Z,539
2020-11-10T12:39:32.643Z,538
2020-09-16T17:12:32.324Z,537
2020-09-16T17:12:32.324Z,537
2020-09-16T17:12:32.324Z,537
2020-09-16T17:12:32.324Z,537
2021-01-05T10:36:37.573Z,536
2020-09-16T17:12:22.287Z,535
2020-10-20T05:09:35.470Z,534
2020-09-16T17:12:22.287Z,534
2020-09-16T17:12:22.287Z,534
2020-09-16T17:12:32.324Z,533
2020-09-16T17:12:22.287Z,533
2020-09-16T17:12:32.324Z,533
2021-01-05T10:36:37.573Z,533
2020-09-16T17:12:32.324Z,533
2020-09-16T17:12:32.324Z,532
2020-09-16T17:12:32.324Z,531
2020-09-16T17:12:22.287Z,531
2020-09-16T17:12:32.324Z,531
2021-01-05T10:36:37.573Z,530
2021-01-05T10:36:37.573Z,530
2020-09-16T17:12:32.324Z,529
2021-01-05T10:36:37.573Z,528
2020-09-16T17:12:32.324Z,528
2020-09-16T17:12:22.287Z,528
2020-09-16T17:12:22.287Z,525
2020-09-16T17:12:22.287Z,525
2021-01-05T10:36:37.573Z,525
2021-01-05T10:36:37.573Z,525
2020-09-16T17:12:32.324Z,525
2020-09-16T17:12:22.287Z,525
2020-09-16T17:12:22.287Z,525
2020-09-16T17:12:22.287Z,525
2020-09-16T17:12:32.324Z,525
2021-01-05T10:36:37.573Z,525
2020-09-16T17:12:32.324Z,525
2020-09-16T17:12:22.287Z,525
2020-09-16T17:12:32.324Z,525
2020-09-16T17:12:22.287Z,525
2020-09-16T17:12:32.324Z,525
2021-01-05T10:36:37.573Z,525
2020-09-16T17:12:32.324Z,525
2020-09-16T17:12:32.324Z,525
2020-09-16T17:12:32.324Z,525
2021-01-05T10:36:37.573Z,525
2020-10-20T05:09:35.470Z,522
2020-09-16T17:12:22.287Z,521
2020-09-16T17:12:22.287Z,521
2021-01-05T10:36:37.573Z,520
2020-09-16T17:12:22.287Z,520
2020-09-16T17:12:32.324Z,520
2021-01-05T10:36:37.573Z,520
2020-09-16T17:12:32.324Z,520
2020-09-16T17:12:22.287Z,520
2020-09-16T17:12:32.324Z,520
2021-01-05T10:36:37.573Z,520
2020-09-16T17:12:32.324Z,520
2020-09-16T17:12:22.287Z,520
2020-09-16T17:12:32.324Z,520
2020-09-16T17:12:22.287Z,520
2020-09-16T17:12:32.324Z,520
2020-09-16T17:12:22.287Z,519
2020-10-20T05:09:35.470Z,519
2021-01-05T10:36:37.573Z,515
2021-01-05T10:36:37.573Z,515
2020-09-16T17:12:32.324Z,515
2021-01-05T10:36:37.573Z,515
2020-11-10T12:39:32.643Z,512
2020-11-10T12:39:32.643Z,512
2020-10-20T05:09:35.470Z,510
2020-09-16T17:12:32.324Z,510
2020-09-16T17:12:22.287Z,510
2020-09-16T17:12:22.287Z,510
2020-09-16T17:12:32.324Z,510
2020-09-16T17:12:32.324Z,510
2020-09-16T17:12:32.324Z,510
2020-11-10T12:39:32.643Z,510
2020-09-16T17:12:32.324Z,510
2020-11-10T12:39:32.643Z,510
2020-10-20T05:09:35.470Z,510
2020-09-16T17:12:22.287Z,510
2020-09-16T17:12:32.324Z,510
2020-09-16T17:12:32.324Z,510
2020-09-16T17:12:22.287Z,510
2020-09-16T17:12:22.287Z,510
2020-09-16T17:12:32.324Z,509
2020-09-16T17:12:32.324Z,509
2021-01-05T10:36:37.573Z,507
2021-01-05T10:36:37.573Z,506
2020-09-16T17:12:32.324Z,506
2020-09-16T17:12:22.287Z,504
2020-09-16T17:12:32.324Z,504
2021-01-05T10:36:37.573Z,504
2020-09-16T17:12:32.324Z,504
2020-09-16T17:12:32.324Z,504
2021-01-05T10:36:37.573Z,503
2020-09-16T17:12:22.287Z,501
2020-09-16T17:12:22.287Z,501
2020-11-10T12:39:32.643Z,501
2020-09-16T17:12:22.287Z,500
2020-09-16T17:12:22.287Z,500
2020-09-16T17:12:32.324Z,500
2021-01-05T10:36:37.573Z,500
2020-10-20T05:09:35.470Z,500
2021-01-05T10:36:37.573Z,500
2020-09-16T17:12:22.287Z,500
2020-09-16T17:12:32.324Z,500
2021-01-05T10:36:37.573Z,500
2020-09-16T17:12:22.287Z,500
2020-09-16T17:12:32.324Z,500
2020-09-16T17:12:32.324Z,500
2021-01-05T10:36:37.573Z,500
2020-11-10T12:39:32.643Z,500
2020-09-16T17:12:22.287Z,500
2020-10-20T05:09:35.470Z,500
2021-01-05T10:36:37.573Z,500
2020-09-16T17:12:22.287Z,500
2020-09-16T17:12:22.287Z,500
2020-09-16T17:12:32.324Z,500
2020-09-16T17:12:32.324Z,500
2020-09-16T17:12:22.287Z,500
2020-09-16T17:12:32.324Z,500
2021-01-05T10:36:37.573Z,500
2020-09-16T17:12:32.324Z,500
2020-11-10T12:39:32.643Z,500
2020-09-16T17:12:32.324Z,500
2020-09-16T17:12:32.324Z,500
2021-01-05T10:36:37.573Z,500
2020-09-16T17:12:32.324Z,500
2021-01-05T10:36:37.573Z,500
2020-09-16T17:12:32.324Z,500
2020-09-16T17:12:32.324Z,499
2020-09-16T17:12:32.324Z,499
2020-09-16T17:12:22.287Z,499
2020-09-16T17:12:22.287Z,499
2020-09-16T17:12:22.287Z,498
2020-09-16T17:12:22.287Z,498
2020-09-16T17:12:22.287Z,497
2020-10-20T05:09:35.470Z,497
2020-09-16T17:12:22.287Z,497
2020-09-16T17:12:22.287Z,497
2020-09-16T17:12:22.287Z,497
2021-01-05T10:36:37.573Z,496
2021-01-05T10:36:37.573Z,495
2020-09-16T17:12:22.287Z,495
2021-01-05T10:36:37.573Z,495
2020-09-16T17:12:32.324Z,495
2020-11-10T12:39:32.643Z,495
2020-11-10T12:39:32.643Z,495
